ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,cbi_score,Burnout_Score
Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Male,1985.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,1. less than 1000 eur,20,58.33,0
Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Often,Female,1978.0,Parental Leave,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,40,45.83,0
Disagree,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Seldom,Seldom,Always,Always,Often,Always,Female,1984.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,40,70.83,1
Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Often,Often,Always,Often,Always,Female,1973.0,Employed,Small Animal Medicine,Niedersachsen,50000 pop. aprox.,2. 1000 to 2000 eur,25,79.17,1
Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Sometimes,Sometimes,Often,Often,Often,Often,Female,1979.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,42,66.67,1
Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Sometimes,Always,Always,Always,Always,Always,Male,1969.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,4. 3000 to 4000 eur,40,91.67,1
Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Seldom,Always,Often,Often,Sometimes,Sometimes,Female,1988.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,25,62.5,0
Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Seldom,Often,Often,Often,Sometimes,Always,Female,1951.0,Other,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,6. more than 5000 eur,50,66.67,1
Disagree,Agree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Often,Often,Always,Often,Often,Male,1985.0,Employed,Farm Animals,Bavaria,20000 pop. aprox.,3. 2000 to 3000 eur,40,75.0,1
Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Seldom,Sometimes,Often,Always,Often,Often,Female,1989.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,45,66.67,1
Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Often,Often,Often,Male,1954.0,Self-Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,6. more than 5000 eur,60,62.5,0
Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Sometimes,Often,Often,Always,Always,Always,Male,1953.0,Self-Employed,Horses,Bavaria,5000 pop. aprox.,5. 4000 to 5000 eur,45,83.33,1
Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Seldom,Sometimes,Often,Often,Often,Always,Female,1987.0,Employed,Horses,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,50,66.67,1
Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1974.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,20,33.33,0
Agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Often,Sometimes,Sometimes,Female,1981.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,1. less than 1000 eur,40,41.67,0
Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Sometimes,Often,Often,Always,Often,Often,Female,1989.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,35,75.0,1
Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Never,Female,1977.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,1. less than 1000 eur,9,20.83,0
Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Seldom,Sometimes,Often,Sometimes,Sometimes,Often,Female,1965.0,Other,Small Animal Medicine,Hessen,50000 pop. aprox.,6. more than 5000 eur,60,54.17,0
Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Seldom,Sometimes,Seldom,Seldom,Sometimes,Often,Male,1989.0,Employed,Small Animal Medicine,Mecklenburg-Vorpommern,100000 pop. aprox.,2. 1000 to 2000 eur,40,41.67,0
Agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1973.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,1. less than 1000 eur,55,29.17,0
Strongly agree,Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Female,1988.0,Employed,Horses,Berlin,5000 pop. aprox.,2. 1000 to 2000 eur,50,58.33,0
Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Often,Female,1963.0,Self-Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,3. 2000 to 3000 eur,60,37.5,0
Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Often,Always,Always,Sometimes,Female,1984.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,1. less than 1000 eur,40,70.83,1
Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1977.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,5. 4000 to 5000 eur,50,54.17,0
Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Seldom,Seldom,Sometimes,Often,Often,Always,Male,1959.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,6. more than 5000 eur,60,58.33,0
Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Never,Seldom,Sometimes,Often,Seldom,Always,Male,1962.0,Self-Employed,Small Animal Medicine,Brandenburg,5000 pop. aprox.,3. 2000 to 3000 eur,60,45.83,0
Agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Often,Often,Sometimes,Always,Often,Often,Female,1974.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,4. 3000 to 4000 eur,45,75.0,1
Strongly disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Male,1952.0,Self-Employed,Small Animal Medicine,Bremen,100000 pop. aprox.,1. less than 1000 eur,20,45.83,0
Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1989.0,Employed,Horses,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,48,25.0,0
Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Sometimes,Seldom,Seldom,Seldom,Seldom,Sometimes,Male,1951.0,Employed,Farm Animals,Baden-Wurttemberg,100000 pop. aprox.,5. 4000 to 5000 eur,41,33.33,0
Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Sometimes,Seldom,Seldom,Seldom,Seldom,Female,1984.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,1. less than 1000 eur,60,29.17,0
Disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Often,Always,Always,Always,Often,Always,Female,1984.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,50,91.67,1
Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1970.0,Employed,Horses,Bavaria,5000 pop. aprox.,5. 4000 to 5000 eur,45,25.0,0
Disagree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Never,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Female,1963.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,2. 1000 to 2000 eur,15,33.33,0
Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Seldom,Sometimes,Often,Always,Sometimes,Often,Female,1982.0,Unemployed by Choice,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,1. less than 1000 eur,40,62.5,0
Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Sometimes,Sometimes,Sometimes,Always,Often,Often,Male,1961.0,Employed,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,4. 3000 to 4000 eur,55,66.67,1
Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Often,Often,Often,Always,Female,1968.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,3. 2000 to 3000 eur,35,70.83,1
Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Often,Always,Always,Always,Always,Always,Male,1990.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,1. less than 1000 eur,30,95.83,1
Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Female,1988.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,3. 2000 to 3000 eur,70,37.5,0
Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Often,Sometimes,Often,Female,1970.0,Self-Employed,Farm Animals,Baden-Wurttemberg,20000 pop. aprox.,1. less than 1000 eur,45,45.83,0
Agree,Disagree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Seldom,Sometimes,Seldom,Always,Sometimes,Always,Male,1954.0,Self-Employed,Horses,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,50,58.33,0
Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Often,Often,Often,Often,Often,Female,1977.0,Employed,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,5. 4000 to 5000 eur,42,70.83,1
Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Sometimes,Often,Often,Always,Sometimes,Always,Female,1982.0,Currently looking for a job,Small Animal Medicine,Bavaria,20000 pop. aprox.,3. 2000 to 3000 eur,40,75.0,1
Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Seldom,Seldom,Never,Seldom,Seldom,Seldom,Female,1989.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,45,20.83,0
Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Often,Often,Often,Always,Female,1977.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,20,70.83,1
Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1988.0,Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,1. less than 1000 eur,55,25.0,0
Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Sometimes,Seldom,Often,Often,Seldom,Often,Male,1974.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,5. 4000 to 5000 eur,42,54.17,0
Agree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often,Male,1980.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,4. 3000 to 4000 eur,70,45.83,0
Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Sometimes,Often,Always,Always,Always,Always,Female,1982.0,Employed,Small Animal Medicine,Baden-Wurttemberg,20000 pop. aprox.,1. less than 1000 eur,30,87.5,1
Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Sometimes,Always,Often,Always,Always,Always,Male,1954.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,6. more than 5000 eur,45,87.5,1
Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1976.0,Parental Leave,Small Animal Medicine,Berlin,100000 pop. aprox.,1. less than 1000 eur,0,25.0,0
Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Sometimes,Sometimes,Often,Always,Often,Always,Male,1988.0,Employed,Horses,Niedersachsen,20000 pop. aprox.,1. less than 1000 eur,25,75.0,1
Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Often,Always,Often,Always,Female,1987.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,1. less than 1000 eur,25,75.0,1
Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Sometimes,Often,Often,Always,Sometimes,Always,Male,1963.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,6. more than 5000 eur,60,75.0,1
Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Sometimes,Sometimes,Female,1964.0,Employed,Farm Animals,Niedersachsen,100000 pop. aprox.,3. 2000 to 3000 eur,50,33.33,0
Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Often,Sometimes,Often,Often,Often,Often,Female,1964.0,Self-Employed,Small Animal Medicine,Brandenburg,20000 pop. aprox.,3. 2000 to 3000 eur,40,70.83,1
Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Often,Male,1956.0,Self-Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,6. more than 5000 eur,60,37.5,0
Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Seldom,Sometimes,Sometimes,Often,Often,Always,Female,1987.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,3. 2000 to 3000 eur,44,62.5,0
Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1977.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,40,29.17,0
Agree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Often,Always,Seldom,Often,Sometimes,Always,Female,1963.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,24,70.83,1
Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Sometimes,Often,Often,Always,Often,Always,Male,1986.0,Employed,Mixed practice,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,30,79.17,1
Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Never,Often,Seldom,Seldom,Seldom,Seldom,Female,1978.0,Employed,Small Animal Medicine,Baden-Wurttemberg,50000 pop. aprox.,3. 2000 to 3000 eur,40,29.17,0
Disagree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Always,Always,Always,Always,Often,Male,1984.0,Currently looking for a job,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,41,83.33,1
Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Often,Sometimes,Often,Often,Often,Female,1972.0,Employed,Small Animal Medicine,Baden-Wurttemberg,50000 pop. aprox.,4. 3000 to 4000 eur,40,66.67,1
Agree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Sometimes,Often,Often,Sometimes,Female,1980.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,3. 2000 to 3000 eur,43,50.0,0
Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Sometimes,Often,Seldom,Sometimes,Seldom,Often,Female,1986.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,32,50.0,0
Disagree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Sometimes,Often,Often,Often,Often,Often,Male,1978.0,Employed,Small Animal Medicine,Mecklenburg-Vorpommern,5000 pop. aprox.,1. less than 1000 eur,50,70.83,1
Agree,Disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Seldom,Always,Always,Sometimes,Always,Male,1988.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,50,66.67,1
Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Seldom,Never,Never,Seldom,Seldom,Sometimes,Female,1988.0,Employed,Small Animal Medicine,Berlin,100000 pop. aprox.,1. less than 1000 eur,62,20.83,0
Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1968.0,Self-Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,4. 3000 to 4000 eur,55,29.17,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Female,1982.0,Self-Employed,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,3. 2000 to 3000 eur,70,33.33,0
Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Seldom,Often,Often,Sometimes,Female,1985.0,Employed,Horses,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,35,54.17,0
Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Sometimes,Seldom,Sometimes,Sometimes,Often,Female,1977.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,50,41.67,0
Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1983.0,Employed,Small Animal Medicine,Hessen,5000 pop. aprox.,1. less than 1000 eur,30,29.17,0
Strongly disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Often,Often,Always,Often,Often,Male,1957.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,5. 4000 to 5000 eur,40,75.0,1
Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often,Female,1964.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,1. less than 1000 eur,0,45.83,0
Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Sometimes,Sometimes,Seldom,Seldom,Seldom,Often,Female,1986.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,60,41.67,0
Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Sometimes,Seldom,Sometimes,Often,Sometimes,Often,Female,1992.0,Parental Leave,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,1. less than 1000 eur,0,54.17,0
Strongly agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1987.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,45,50.0,0
Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Often,Often,Often,Always,Often,Often,Male,1955.0,Employed,Small Animal Medicine,Brandenburg,5000 pop. aprox.,4. 3000 to 4000 eur,45,79.17,1
Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Seldom,Never,Seldom,Seldom,Never,Never,Female,1973.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,35,12.5,0
Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1980.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,5. 4000 to 5000 eur,60,33.33,0
Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Female,1969.0,Employed,Small Animal Medicine,Baden-Wurttemberg,20000 pop. aprox.,3. 2000 to 3000 eur,40,37.5,0
Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Sometimes,Often,Seldom,Often,Sometimes,Always,Female,1984.0,Employed,Horses,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,40,62.5,0
